year,district,crop,season,price
2014,Medak,Onion,Kharif,938
2014,Medak,Onion,Rabi,1018
2015,Medak,Onion,Kharif,1440
2015,Medak,Onion,Rabi,1289
2016,Medak,Onion,Kharif,962
2016,Medak,Onion,Rabi,772
2017,Medak,Onion,Kharif,1834
2017,Medak,Onion,Rabi,609
2018,Medak,Onion,Kharif,1713
2018,Medak,Onion,Rabi,749
2019,Medak,Onion,Kharif,2038
2019,Medak,Onion,Rabi,1084
2020,Medak,Onion,Kharif,3302
2020,Medak,Onion,Rabi,1106
2021,Medak,Onion,Kharif,2649
2021,Medak,Onion,Rabi,1461
2022,Medak,Onion,Kharif,2122
2022,Medak,Onion,Rabi,1369
2023,Medak,Onion,Kharif,2703
2023,Medak,Onion,Rabi,860
2024,Medak,Onion,Kharif,1441
2024,Medak,Onion,Rabi,2080
2013,Medak,Potato,Kharif,1002
2013,Medak,Potato,Rabi,660
2013,Medak,Potato,Whole Year,996
2014,Medak,Potato,Kharif,1002
2014,Medak,Potato,Rabi,660
2014,Medak,Potato,Whole Year,996
2015,Medak,Potato,Kharif,1002
2015,Medak,Potato,Rabi,660
2015,Medak,Potato,Whole Year,996
2016,Medak,Potato,Kharif,994
2016,Medak,Potato,Rabi,660
2016,Medak,Potato,Whole Year,1092
2017,Medak,Potato,Kharif,770
2017,Medak,Potato,Rabi,506
2017,Medak,Potato,Whole Year,629
2018,Medak,Potato,Kharif,814
2018,Medak,Potato,Rabi,901
2018,Medak,Potato,Whole Year,841
2019,Medak,Potato,Kharif,814
2019,Medak,Potato,Rabi,901
2019,Medak,Potato,Whole Year,841
2020,Medak,Potato,Kharif,814
2020,Medak,Potato,Rabi,901
2020,Medak,Potato,Whole Year,841
2021,Medak,Potato,Kharif,2278
2021,Medak,Potato,Rabi,901
2021,Medak,Potato,Whole Year,2231
2022,Medak,Potato,Kharif,2541
2022,Medak,Potato,Rabi,2170
2022,Medak,Potato,Whole Year,2452
2023,Medak,Potato,Kharif,1578
2023,Medak,Potato,Rabi,1364
2023,Medak,Potato,Whole Year,1507
2024,Medak,Potato,Kharif,1206
2024,Medak,Potato,Rabi,2552
2024,Medak,Potato,Whole Year,2312
2013,Medak,Ragi,Rabi,1538
2014,Medak,Ragi,Rabi,1538
2015,Medak,Ragi,Rabi,1538
2016,Medak,Ragi,Rabi,1538
2017,Medak,Ragi,Rabi,1538
2018,Medak,Ragi,Rabi,1538
2019,Medak,Ragi,Rabi,1538
2020,Medak,Ragi,Rabi,1538
2021,Medak,Ragi,Rabi,1538
2022,Medak,Ragi,Rabi,1538
2023,Medak,Ragi,Rabi,1538
2024,Medak,Ragi,Rabi,1538
2013,Medak,Rice,Rabi,2250
2014,Medak,Rice,Rabi,2250
2015,Medak,Rice,Rabi,2250
2016,Medak,Rice,Rabi,2250
2017,Medak,Rice,Rabi,2250
2018,Medak,Rice,Rabi,2250
2019,Medak,Rice,Rabi,2250
2020,Medak,Rice,Rabi,2250
2021,Medak,Rice,Rabi,2250
2022,Medak,Rice,Rabi,2250
2023,Medak,Rice,Rabi,2250
2024,Medak,Rice,Rabi,2250
2013,Medak,Safflower,Kharif,3022
2013,Medak,Safflower,Rabi,3494
2014,Medak,Safflower,Kharif,3022
2014,Medak,Safflower,Rabi,2737
2015,Medak,Safflower,Kharif,3022
2015,Medak,Safflower,Rabi,2784
2016,Medak,Safflower,Kharif,3022
2016,Medak,Safflower,Rabi,2624
2017,Medak,Safflower,Kharif,3022
2017,Medak,Safflower,Rabi,2870
2018,Medak,Safflower,Kharif,3484
2018,Medak,Safflower,Rabi,3214
2019,Medak,Safflower,Kharif,3484
2019,Medak,Safflower,Rabi,3815
2020,Medak,Safflower,Kharif,3484
2020,Medak,Safflower,Rabi,3505
2021,Medak,Safflower,Kharif,3484
2021,Medak,Safflower,Rabi,4526
2022,Medak,Safflower,Kharif,5518
2022,Medak,Safflower,Rabi,5333
2023,Medak,Safflower,Kharif,3968
2023,Medak,Safflower,Rabi,4081
2024,Medak,Safflower,Kharif,3968
2024,Medak,Safflower,Rabi,4264
2013,Medak,Sesamum,Kharif,7247
2013,Medak,Sesamum,Rabi,8504
2014,Medak,Sesamum,Kharif,7247
2014,Medak,Sesamum,Rabi,8504
2015,Medak,Sesamum,Kharif,7247
2015,Medak,Sesamum,Rabi,8504
2016,Medak,Sesamum,Kharif,7247
2016,Medak,Sesamum,Rabi,8504
2017,Medak,Sesamum,Kharif,7247
2017,Medak,Sesamum,Rabi,8504
2018,Medak,Sesamum,Kharif,7247
2018,Medak,Sesamum,Rabi,8504
2019,Medak,Sesamum,Kharif,7247
2019,Medak,Sesamum,Rabi,8504
2020,Medak,Sesamum,Kharif,7247
2020,Medak,Sesamum,Rabi,8504
2021,Medak,Sesamum,Kharif,7247
2021,Medak,Sesamum,Rabi,8504
2022,Medak,Sesamum,Kharif,12556
2022,Medak,Sesamum,Rabi,8504
2023,Medak,Sesamum,Kharif,12556
2023,Medak,Sesamum,Rabi,11150
2024,Medak,Sesamum,Kharif,12556
2024,Medak,Sesamum,Rabi,11376
2013,Medak,Soyabean,Kharif,3251
2013,Medak,Soyabean,Rabi,3430
2014,Medak,Soyabean,Kharif,3232
2014,Medak,Soyabean,Rabi,3430
2015,Medak,Soyabean,Kharif,3527
2015,Medak,Soyabean,Rabi,3430
2016,Medak,Soyabean,Kharif,2468
2016,Medak,Soyabean,Rabi,3710
2017,Medak,Soyabean,Kharif,2509
2017,Medak,Soyabean,Rabi,2540
2018,Medak,Soyabean,Kharif,2948
2018,Medak,Soyabean,Rabi,3376
2019,Medak,Soyabean,Kharif,3485
2019,Medak,Soyabean,Rabi,3572
2020,Medak,Soyabean,Kharif,3836
2020,Medak,Soyabean,Rabi,3433
2021,Medak,Soyabean,Kharif,5354
2021,Medak,Soyabean,Rabi,5100
2022,Medak,Soyabean,Kharif,5390
2022,Medak,Soyabean,Rabi,6865
2023,Medak,Soyabean,Kharif,4843
2023,Medak,Soyabean,Rabi,4823
2024,Medak,Soyabean,Kharif,4843
2024,Medak,Soyabean,Rabi,4457
2013,Medak,Sunflower,Kharif,3055
2013,Medak,Sunflower,Rabi,3165
2014,Medak,Sunflower,Kharif,3189
2014,Medak,Sunflower,Rabi,3280
2015,Medak,Sunflower,Kharif,3272
2015,Medak,Sunflower,Rabi,3156
2016,Medak,Sunflower,Kharif,3459
2016,Medak,Sunflower,Rabi,3416
2017,Medak,Sunflower,Kharif,3459
2017,Medak,Sunflower,Rabi,3021
2018,Medak,Sunflower,Kharif,2300
2018,Medak,Sunflower,Rabi,3236
2019,Medak,Sunflower,Kharif,2300
2019,Medak,Sunflower,Rabi,3906
2020,Medak,Sunflower,Kharif,2300
2020,Medak,Sunflower,Rabi,3906
2021,Medak,Sunflower,Kharif,2300
2021,Medak,Sunflower,Rabi,3906
2022,Medak,Sunflower,Kharif,5229
2022,Medak,Sunflower,Rabi,4946
2023,Medak,Sunflower,Kharif,5201
2023,Medak,Sunflower,Rabi,2359
2024,Medak,Sunflower,Kharif,5201
2024,Medak,Sunflower,Rabi,4308
2013,Medak,Sweet potato,Kharif,1000
2013,Medak,Sweet potato,Rabi,1250
2013,Medak,Sweet potato,Whole Year,1150
2014,Medak,Sweet potato,Kharif,1000
2014,Medak,Sweet potato,Rabi,1250
2014,Medak,Sweet potato,Whole Year,1150
2015,Medak,Sweet potato,Kharif,1000
2015,Medak,Sweet potato,Rabi,1250
2015,Medak,Sweet potato,Whole Year,1150
2016,Medak,Sweet potato,Kharif,1000
2016,Medak,Sweet potato,Rabi,1250
2016,Medak,Sweet potato,Whole Year,1150
2017,Medak,Sweet potato,Kharif,1000
2017,Medak,Sweet potato,Rabi,1250
2017,Medak,Sweet potato,Whole Year,1150
2018,Medak,Sweet potato,Kharif,1000
2018,Medak,Sweet potato,Rabi,1250
2018,Medak,Sweet potato,Whole Year,1150
2019,Medak,Sweet potato,Kharif,1000
2019,Medak,Sweet potato,Rabi,1250
2019,Medak,Sweet potato,Whole Year,1150
2020,Medak,Sweet potato,Kharif,1000
2020,Medak,Sweet potato,Rabi,1250
2020,Medak,Sweet potato,Whole Year,1150
2021,Medak,Sweet potato,Kharif,1000
2021,Medak,Sweet potato,Rabi,1250
2021,Medak,Sweet potato,Whole Year,1150
2022,Medak,Sweet potato,Kharif,1000
2022,Medak,Sweet potato,Rabi,1250
2022,Medak,Sweet potato,Whole Year,1150
2023,Medak,Sweet potato,Kharif,1000
2023,Medak,Sweet potato,Rabi,1250
2023,Medak,Sweet potato,Whole Year,1071
2024,Medak,Sweet potato,Kharif,1000
2024,Medak,Sweet potato,Rabi,938
2024,Medak,Sweet potato,Whole Year,954
2013,Medak,Turmeric,Kharif,3753
2013,Medak,Turmeric,Rabi,4750
2014,Medak,Turmeric,Kharif,5091
2014,Medak,Turmeric,Rabi,5057
2015,Medak,Turmeric,Kharif,8136
2015,Medak,Turmeric,Rabi,6967
2016,Medak,Turmeric,Kharif,6396
2016,Medak,Turmeric,Rabi,7976
2017,Medak,Turmeric,Kharif,6140
2017,Medak,Turmeric,Rabi,5038
2018,Medak,Turmeric,Kharif,5662
2018,Medak,Turmeric,Rabi,6456
2019,Medak,Turmeric,Kharif,4056
2019,Medak,Turmeric,Rabi,5587
2020,Medak,Turmeric,Kharif,4010
2020,Medak,Turmeric,Rabi,5587
2021,Medak,Turmeric,Kharif,4010
2021,Medak,Turmeric,Rabi,5587
2022,Medak,Turmeric,Kharif,4522
2022,Medak,Turmeric,Rabi,5601
2023,Medak,Turmeric,Kharif,7280
2023,Medak,Turmeric,Rabi,5080
2024,Medak,Turmeric,Kharif,7280
2024,Medak,Turmeric,Rabi,13438
2013,Medak,Urad,Kharif,3737
2013,Medak,Urad,Rabi,4767
2014,Medak,Urad,Kharif,4027
2014,Medak,Urad,Rabi,4767
2015,Medak,Urad,Kharif,8170
2015,Medak,Urad,Rabi,4767
2016,Medak,Urad,Kharif,6367
2016,Medak,Urad,Rabi,4767
2017,Medak,Urad,Kharif,3685
2017,Medak,Urad,Rabi,4767
2018,Medak,Urad,Kharif,3827
2018,Medak,Urad,Rabi,3185
2019,Medak,Urad,Kharif,5854
2019,Medak,Urad,Rabi,4688
2020,Medak,Urad,Kharif,6362
2020,Medak,Urad,Rabi,5962
2021,Medak,Urad,Kharif,5212
2021,Medak,Urad,Rabi,5588
2022,Medak,Urad,Kharif,5170
2022,Medak,Urad,Rabi,5263
2023,Medak,Urad,Kharif,6541
2023,Medak,Urad,Rabi,6018
2024,Medak,Urad,Kharif,6541
2024,Medak,Urad,Rabi,7056
2013,Medak,Wheat,Kharif,1540
2013,Medak,Wheat,Rabi,1520
2014,Medak,Wheat,Kharif,1540
2014,Medak,Wheat,Rabi,1520
2015,Medak,Wheat,Kharif,1540
2015,Medak,Wheat,Rabi,1607
2016,Medak,Wheat,Kharif,1700
2016,Medak,Wheat,Rabi,1200
2017,Medak,Wheat,Kharif,1700
2017,Medak,Wheat,Rabi,1558
2018,Medak,Wheat,Kharif,1493
2018,Medak,Wheat,Rabi,1378
2019,Medak,Wheat,Kharif,1493
2019,Medak,Wheat,Rabi,2020
2020,Medak,Wheat,Kharif,1493
2020,Medak,Wheat,Rabi,2020
2021,Medak,Wheat,Kharif,1801
2021,Medak,Wheat,Rabi,1754
2022,Medak,Wheat,Kharif,2073
2022,Medak,Wheat,Rabi,2165
2023,Medak,Wheat,Kharif,2360
2023,Medak,Wheat,Rabi,2150
2024,Medak,Wheat,Kharif,2360
2024,Medak,Wheat,Rabi,2296
2013,Nalgonda,Arhar/Tur,Kharif,5316
2013,Nalgonda,Arhar/Tur,Rabi,8254
2014,Nalgonda,Arhar/Tur,Kharif,5316
2014,Nalgonda,Arhar/Tur,Rabi,8254
2015,Nalgonda,Arhar/Tur,Kharif,5316
2015,Nalgonda,Arhar/Tur,Rabi,8254
2016,Nalgonda,Arhar/Tur,Kharif,5316
2016,Nalgonda,Arhar/Tur,Rabi,8254
2017,Nalgonda,Arhar/Tur,Kharif,3848
2017,Nalgonda,Arhar/Tur,Rabi,4165
2018,Nalgonda,Arhar/Tur,Kharif,4157
2018,Nalgonda,Arhar/Tur,Rabi,3801
2019,Nalgonda,Arhar/Tur,Kharif,4767
2019,Nalgonda,Arhar/Tur,Rabi,5256
2020,Nalgonda,Arhar/Tur,Kharif,5076
2020,Nalgonda,Arhar/Tur,Rabi,4273
2021,Nalgonda,Arhar/Tur,Kharif,5296
2021,Nalgonda,Arhar/Tur,Rabi,5770
2022,Nalgonda,Arhar/Tur,Kharif,5877
2022,Nalgonda,Arhar/Tur,Rabi,5447
2023,Nalgonda,Arhar/Tur,Kharif,7283
2023,Nalgonda,Arhar/Tur,Rabi,7178
2024,Nalgonda,Arhar/Tur,Kharif,8476
2024,Nalgonda,Arhar/Tur,Rabi,8589
2013,Nalgonda,Bajra,Kharif,1009
2013,Nalgonda,Bajra,Rabi,1859
2014,Nalgonda,Bajra,Kharif,1009
2014,Nalgonda,Bajra,Rabi,1859
2015,Nalgonda,Bajra,Kharif,1009
2015,Nalgonda,Bajra,Rabi,1859
2016,Nalgonda,Bajra,Kharif,1009
2016,Nalgonda,Bajra,Rabi,1859
2017,Nalgonda,Bajra,Kharif,1229
2017,Nalgonda,Bajra,Rabi,1859
2018,Nalgonda,Bajra,Kharif,1229
2018,Nalgonda,Bajra,Rabi,1859
2019,Nalgonda,Bajra,Kharif,1229
2019,Nalgonda,Bajra,Rabi,1859
2020,Nalgonda,Bajra,Kharif,1229
2020,Nalgonda,Bajra,Rabi,1859
2021,Nalgonda,Bajra,Kharif,1229
2021,Nalgonda,Bajra,Rabi,1859
2022,Nalgonda,Bajra,Kharif,2000
2022,Nalgonda,Bajra,Rabi,1859
2023,Nalgonda,Bajra,Kharif,2203
2023,Nalgonda,Bajra,Rabi,1859
2024,Nalgonda,Bajra,Kharif,2203
2024,Nalgonda,Bajra,Rabi,1859
2013,Nalgonda,Castor seed,Kharif,2887
2013,Nalgonda,Castor seed,Rabi,2966
2014,Nalgonda,Castor seed,Kharif,2964
2014,Nalgonda,Castor seed,Rabi,2942
2015,Nalgonda,Castor seed,Kharif,3323
2015,Nalgonda,Castor seed,Rabi,3358
2016,Nalgonda,Castor seed,Kharif,2995
2016,Nalgonda,Castor seed,Rabi,3194
2017,Nalgonda,Castor seed,Kharif,3404
2017,Nalgonda,Castor seed,Rabi,3445
2018,Nalgonda,Castor seed,Kharif,3089
2018,Nalgonda,Castor seed,Rabi,3289
2019,Nalgonda,Castor seed,Kharif,3031
2019,Nalgonda,Castor seed,Rabi,3668
2020,Nalgonda,Castor seed,Kharif,3031
2020,Nalgonda,Castor seed,Rabi,3397
2021,Nalgonda,Castor seed,Kharif,3031
2021,Nalgonda,Castor seed,Rabi,3705
2022,Nalgonda,Castor seed,Kharif,4392
2022,Nalgonda,Castor seed,Rabi,5550
2023,Nalgonda,Castor seed,Kharif,4220
2023,Nalgonda,Castor seed,Rabi,5141
2024,Nalgonda,Castor seed,Kharif,4220
2024,Nalgonda,Castor seed,Rabi,5023
2013,Nalgonda,Cowpea(Lobia),Kharif,3513
2013,Nalgonda,Cowpea(Lobia),Rabi,3423
2014,Nalgonda,Cowpea(Lobia),Kharif,3253
2014,Nalgonda,Cowpea(Lobia),Rabi,2910
2015,Nalgonda,Cowpea(Lobia),Kharif,3701
2015,Nalgonda,Cowpea(Lobia),Rabi,3519
2016,Nalgonda,Cowpea(Lobia),Kharif,4372
2016,Nalgonda,Cowpea(Lobia),Rabi,4314
2017,Nalgonda,Cowpea(Lobia),Kharif,4204
2017,Nalgonda,Cowpea(Lobia),Rabi,4331
2018,Nalgonda,Cowpea(Lobia),Kharif,3797
2018,Nalgonda,Cowpea(Lobia),Rabi,3612
2019,Nalgonda,Cowpea(Lobia),Kharif,4129
2019,Nalgonda,Cowpea(Lobia),Rabi,3377
2020,Nalgonda,Cowpea(Lobia),Kharif,4515
2020,Nalgonda,Cowpea(Lobia),Rabi,4020
2021,Nalgonda,Cowpea(Lobia),Kharif,5674
2021,Nalgonda,Cowpea(Lobia),Rabi,4784
2022,Nalgonda,Cowpea(Lobia),Kharif,5572
2022,Nalgonda,Cowpea(Lobia),Rabi,4846
2023,Nalgonda,Cowpea(Lobia),Kharif,5808
2023,Nalgonda,Cowpea(Lobia),Rabi,5550
2024,Nalgonda,Cowpea(Lobia),Kharif,6400
2024,Nalgonda,Cowpea(Lobia),Rabi,7128
2013,Nalgonda,Groundnut,Kharif,2987
2013,Nalgonda,Groundnut,Rabi,3861
2014,Nalgonda,Groundnut,Kharif,3198
2014,Nalgonda,Groundnut,Rabi,2822
2015,Nalgonda,Groundnut,Kharif,3816
2015,Nalgonda,Groundnut,Rabi,4908
2016,Nalgonda,Groundnut,Kharif,3744
2016,Nalgonda,Groundnut,Rabi,5018
2017,Nalgonda,Groundnut,Kharif,3579
2017,Nalgonda,Groundnut,Rabi,4720
2018,Nalgonda,Groundnut,Kharif,3775
2018,Nalgonda,Groundnut,Rabi,3468
2019,Nalgonda,Groundnut,Kharif,4661
2019,Nalgonda,Groundnut,Rabi,4123
2020,Nalgonda,Groundnut,Kharif,3668
2020,Nalgonda,Groundnut,Rabi,4843
2021,Nalgonda,Groundnut,Kharif,5123
2021,Nalgonda,Groundnut,Rabi,4609
2022,Nalgonda,Groundnut,Kharif,5092
2022,Nalgonda,Groundnut,Rabi,4805
2023,Nalgonda,Groundnut,Kharif,5963
2023,Nalgonda,Groundnut,Rabi,5909
2024,Nalgonda,Groundnut,Kharif,6097
2024,Nalgonda,Groundnut,Rabi,5625
2013,Nalgonda,Horse-gram,Kharif,2058
2013,Nalgonda,Horse-gram,Rabi,2303
2014,Nalgonda,Horse-gram,Kharif,2518
2014,Nalgonda,Horse-gram,Rabi,2303
2015,Nalgonda,Horse-gram,Kharif,2996
2015,Nalgonda,Horse-gram,Rabi,2818
2016,Nalgonda,Horse-gram,Kharif,3334
2016,Nalgonda,Horse-gram,Rabi,2950
2017,Nalgonda,Horse-gram,Kharif,5007
2017,Nalgonda,Horse-gram,Rabi,5154
2018,Nalgonda,Horse-gram,Kharif,3144
2018,Nalgonda,Horse-gram,Rabi,3575
2019,Nalgonda,Horse-gram,Kharif,3144
2019,Nalgonda,Horse-gram,Rabi,3575
2020,Nalgonda,Horse-gram,Kharif,3144
2020,Nalgonda,Horse-gram,Rabi,3575
2021,Nalgonda,Horse-gram,Kharif,3144
2021,Nalgonda,Horse-gram,Rabi,3575
2022,Nalgonda,Horse-gram,Kharif,3144
2022,Nalgonda,Horse-gram,Rabi,3575
2023,Nalgonda,Horse-gram,Kharif,3144
2023,Nalgonda,Horse-gram,Rabi,3575
2024,Nalgonda,Horse-gram,Kharif,3144
2024,Nalgonda,Horse-gram,Rabi,3575
2013,Nalgonda,Jowar,Kharif,1842
2013,Nalgonda,Jowar,Rabi,1363
2014,Nalgonda,Jowar,Kharif,1111
2014,Nalgonda,Jowar,Rabi,1779
2015,Nalgonda,Jowar,Kharif,3036
2015,Nalgonda,Jowar,Rabi,2820
2016,Nalgonda,Jowar,Kharif,2096
2016,Nalgonda,Jowar,Rabi,2426
2017,Nalgonda,Jowar,Kharif,3257
2017,Nalgonda,Jowar,Rabi,3543
2018,Nalgonda,Jowar,Kharif,3432
2018,Nalgonda,Jowar,Rabi,2649
2019,Nalgonda,Jowar,Kharif,3432
2019,Nalgonda,Jowar,Rabi,2649
2020,Nalgonda,Jowar,Kharif,3432
2020,Nalgonda,Jowar,Rabi,2649
2021,Nalgonda,Jowar,Kharif,3432
2021,Nalgonda,Jowar,Rabi,2649
2022,Nalgonda,Jowar,Kharif,3432
2022,Nalgonda,Jowar,Rabi,2649
2023,Nalgonda,Jowar,Kharif,3432
2023,Nalgonda,Jowar,Rabi,2649
2024,Nalgonda,Jowar,Kharif,3432
2024,Nalgonda,Jowar,Rabi,2649
2013,Nalgonda,Maize,Kharif,1235
2013,Nalgonda,Maize,Rabi,1494
2014,Nalgonda,Maize,Kharif,1042
2014,Nalgonda,Maize,Rabi,1182
2015,Nalgonda,Maize,Kharif,1288
2015,Nalgonda,Maize,Rabi,1207
2016,Nalgonda,Maize,Kharif,1326
2016,Nalgonda,Maize,Rabi,1471
2017,Nalgonda,Maize,Kharif,1240
2017,Nalgonda,Maize,Rabi,1396
2018,Nalgonda,Maize,Kharif,1332
2018,Nalgonda,Maize,Rabi,1137
2019,Nalgonda,Maize,Kharif,1778
2019,Nalgonda,Maize,Rabi,1913
2020,Nalgonda,Maize,Kharif,1352
2020,Nalgonda,Maize,Rabi,1913
2021,Nalgonda,Maize,Kharif,1518
2021,Nalgonda,Maize,Rabi,1442
2022,Nalgonda,Maize,Kharif,1839
2022,Nalgonda,Maize,Rabi,1966
2023,Nalgonda,Maize,Kharif,1928
2023,Nalgonda,Maize,Rabi,1755
2024,Nalgonda,Maize,Kharif,1930
2024,Nalgonda,Maize,Rabi,2048
2013,Nalgonda,Moong(Green Gram),Kharif,4780
2013,Nalgonda,Moong(Green Gram),Rabi,4188
2014,Nalgonda,Moong(Green Gram),Kharif,6153
2014,Nalgonda,Moong(Green Gram),Rabi,5460
2015,Nalgonda,Moong(Green Gram),Kharif,7021
2015,Nalgonda,Moong(Green Gram),Rabi,6163
2016,Nalgonda,Moong(Green Gram),Kharif,4679
2016,Nalgonda,Moong(Green Gram),Rabi,5158
2017,Nalgonda,Moong(Green Gram),Kharif,3363
2017,Nalgonda,Moong(Green Gram),Rabi,4112
2018,Nalgonda,Moong(Green Gram),Kharif,3594
2018,Nalgonda,Moong(Green Gram),Rabi,2957
2019,Nalgonda,Moong(Green Gram),Kharif,5328
2019,Nalgonda,Moong(Green Gram),Rabi,3959
2020,Nalgonda,Moong(Green Gram),Kharif,4619
2020,Nalgonda,Moong(Green Gram),Rabi,5685
2021,Nalgonda,Moong(Green Gram),Kharif,5375
2021,Nalgonda,Moong(Green Gram),Rabi,6065
2022,Nalgonda,Moong(Green Gram),Kharif,6119
2022,Nalgonda,Moong(Green Gram),Rabi,5900
2023,Nalgonda,Moong(Green Gram),Kharif,7225
2023,Nalgonda,Moong(Green Gram),Rabi,6828
2024,Nalgonda,Moong(Green Gram),Kharif,6751
2024,Nalgonda,Moong(Green Gram),Rabi,7341
2013,Nalgonda,Onion,Kharif,2696
2013,Nalgonda,Onion,Rabi,1903
2014,Nalgonda,Onion,Kharif,2696
2014,Nalgonda,Onion,Rabi,1903
2015,Nalgonda,Onion,Kharif,2696
2015,Nalgonda,Onion,Rabi,1903
2016,Nalgonda,Onion,Kharif,2696
2016,Nalgonda,Onion,Rabi,1903
2017,Nalgonda,Onion,Kharif,2696
2017,Nalgonda,Onion,Rabi,1903
2018,Nalgonda,Onion,Kharif,2696
2018,Nalgonda,Onion,Rabi,1903
2019,Nalgonda,Onion,Kharif,2696
2019,Nalgonda,Onion,Rabi,1903
2020,Nalgonda,Onion,Kharif,2696
2020,Nalgonda,Onion,Rabi,1903
2021,Nalgonda,Onion,Kharif,2696
2021,Nalgonda,Onion,Rabi,1903
2022,Nalgonda,Onion,Kharif,2696
2022,Nalgonda,Onion,Rabi,1903
2023,Nalgonda,Onion,Kharif,3710
2023,Nalgonda,Onion,Rabi,1601
2024,Nalgonda,Onion,Kharif,3710
2024,Nalgonda,Onion,Rabi,1601
2013,Nalgonda,Potato,Kharif,2829
2013,Nalgonda,Potato,Rabi,1786
2013,Nalgonda,Potato,Whole Year,2827
2014,Nalgonda,Potato,Kharif,2829
2014,Nalgonda,Potato,Rabi,1786
2014,Nalgonda,Potato,Whole Year,2827
2015,Nalgonda,Potato,Kharif,2829
2015,Nalgonda,Potato,Rabi,1786
2015,Nalgonda,Potato,Whole Year,2827
2016,Nalgonda,Potato,Kharif,2829
2016,Nalgonda,Potato,Rabi,1786
2016,Nalgonda,Potato,Whole Year,2827
2017,Nalgonda,Potato,Kharif,2829
2017,Nalgonda,Potato,Rabi,1786
2017,Nalgonda,Potato,Whole Year,2827
2018,Nalgonda,Potato,Kharif,2829
2018,Nalgonda,Potato,Rabi,1786
2018,Nalgonda,Potato,Whole Year,2827
2019,Nalgonda,Potato,Kharif,2829
2019,Nalgonda,Potato,Rabi,1786
2019,Nalgonda,Potato,Whole Year,2827
2020,Nalgonda,Potato,Kharif,2829
2020,Nalgonda,Potato,Rabi,1786
2020,Nalgonda,Potato,Whole Year,2827
2021,Nalgonda,Potato,Kharif,2829
2021,Nalgonda,Potato,Rabi,1786
2021,Nalgonda,Potato,Whole Year,2827
2022,Nalgonda,Potato,Kharif,3121
2022,Nalgonda,Potato,Rabi,1786
2022,Nalgonda,Potato,Whole Year,2419
2023,Nalgonda,Potato,Kharif,2759
2023,Nalgonda,Potato,Rabi,2382
2023,Nalgonda,Potato,Whole Year,2587
2024,Nalgonda,Potato,Kharif,2617
2024,Nalgonda,Potato,Rabi,2905
2024,Nalgonda,Potato,Whole Year,2844
2013,Nalgonda,Rice,Kharif,3000
2014,Nalgonda,Rice,Kharif,3000
2015,Nalgonda,Rice,Kharif,3000
2016,Nalgonda,Rice,Kharif,3000
2017,Nalgonda,Rice,Kharif,3000
2018,Nalgonda,Rice,Kharif,3000
2019,Nalgonda,Rice,Kharif,3000
2020,Nalgonda,Rice,Kharif,3000
2021,Nalgonda,Rice,Kharif,3000
2022,Nalgonda,Rice,Kharif,3000
2023,Nalgonda,Rice,Kharif,3000
2024,Nalgonda,Rice,Kharif,3000
2013,Nalgonda,Sesamum,Kharif,4136
2013,Nalgonda,Sesamum,Rabi,7168
2014,Nalgonda,Sesamum,Kharif,4136
2014,Nalgonda,Sesamum,Rabi,7826
2015,Nalgonda,Sesamum,Kharif,4136
2015,Nalgonda,Sesamum,Rabi,7826
2016,Nalgonda,Sesamum,Kharif,3600
2016,Nalgonda,Sesamum,Rabi,7826
2017,Nalgonda,Sesamum,Kharif,3600
2017,Nalgonda,Sesamum,Rabi,7826
2018,Nalgonda,Sesamum,Kharif,6125
2018,Nalgonda,Sesamum,Rabi,7826
2019,Nalgonda,Sesamum,Kharif,6125
2019,Nalgonda,Sesamum,Rabi,7826
2020,Nalgonda,Sesamum,Kharif,6125
2020,Nalgonda,Sesamum,Rabi,7826
2021,Nalgonda,Sesamum,Kharif,6125
2021,Nalgonda,Sesamum,Rabi,7826
2022,Nalgonda,Sesamum,Kharif,4169
2022,Nalgonda,Sesamum,Rabi,6125
2023,Nalgonda,Sesamum,Kharif,5611
2023,Nalgonda,Sesamum,Rabi,5811
2024,Nalgonda,Sesamum,Kharif,5611
2024,Nalgonda,Sesamum,Rabi,5811
2013,Nalgonda,Sunflower,Rabi,3320
2014,Nalgonda,Sunflower,Rabi,3320
2015,Nalgonda,Sunflower,Rabi,3320
2016,Nalgonda,Sunflower,Rabi,3320
2017,Nalgonda,Sunflower,Rabi,3320
2018,Nalgonda,Sunflower,Rabi,3320
2019,Nalgonda,Sunflower,Rabi,3320
2020,Nalgonda,Sunflower,Rabi,3320
2021,Nalgonda,Sunflower,Rabi,3320
2022,Nalgonda,Sunflower,Rabi,3320
2023,Nalgonda,Sunflower,Rabi,3320
2024,Nalgonda,Sunflower,Rabi,3320
2013,Nalgonda,Urad,Kharif,3066
2013,Nalgonda,Urad,Rabi,3042
2014,Nalgonda,Urad,Kharif,4044
2014,Nalgonda,Urad,Rabi,4359
2015,Nalgonda,Urad,Kharif,6495
2015,Nalgonda,Urad,Rabi,5298
2016,Nalgonda,Urad,Kharif,6529
2016,Nalgonda,Urad,Rabi,9254
2017,Nalgonda,Urad,Kharif,3478
2017,Nalgonda,Urad,Rabi,4668
2018,Nalgonda,Urad,Kharif,3249
2018,Nalgonda,Urad,Rabi,3224
2019,Nalgonda,Urad,Kharif,4006
2019,Nalgonda,Urad,Rabi,2954
2020,Nalgonda,Urad,Kharif,4006
