year,district,crop,season,price
2020,Karimnagar,Urad,Rabi,2788
2021,Karimnagar,Urad,Kharif,3650
2021,Karimnagar,Urad,Rabi,2788
2022,Karimnagar,Urad,Kharif,3650
2022,Karimnagar,Urad,Rabi,4951
2023,Karimnagar,Urad,Kharif,3650
2023,Karimnagar,Urad,Rabi,6740
2024,Karimnagar,Urad,Kharif,3650
2024,Karimnagar,Urad,Rabi,6740
2013,Karimnagar,Wheat,Kharif,1500
2013,Karimnagar,Wheat,Rabi,1250
2014,Karimnagar,Wheat,Kharif,1500
2014,Karimnagar,Wheat,Rabi,1250
2015,Karimnagar,Wheat,Kharif,1300
2015,Karimnagar,Wheat,Rabi,1250
2016,Karimnagar,Wheat,Kharif,1300
2016,Karimnagar,Wheat,Rabi,1250
2017,Karimnagar,Wheat,Kharif,1300
2017,Karimnagar,Wheat,Rabi,1250
2018,Karimnagar,Wheat,Kharif,1300
2018,Karimnagar,Wheat,Rabi,1250
2019,Karimnagar,Wheat,Kharif,1300
2019,Karimnagar,Wheat,Rabi,1250
2020,Karimnagar,Wheat,Kharif,1300
2020,Karimnagar,Wheat,Rabi,1250
2021,Karimnagar,Wheat,Kharif,1300
2021,Karimnagar,Wheat,Rabi,1250
2022,Karimnagar,Wheat,Kharif,1300
2022,Karimnagar,Wheat,Rabi,1250
2023,Karimnagar,Wheat,Kharif,1300
2023,Karimnagar,Wheat,Rabi,1250
2024,Karimnagar,Wheat,Kharif,1300
2024,Karimnagar,Wheat,Rabi,1250
2013,Khammam,Arhar/Tur,Kharif,5060
2013,Khammam,Arhar/Tur,Rabi,8254
2014,Khammam,Arhar/Tur,Kharif,5060
2014,Khammam,Arhar/Tur,Rabi,8254
2015,Khammam,Arhar/Tur,Kharif,5060
2015,Khammam,Arhar/Tur,Rabi,8254
2016,Khammam,Arhar/Tur,Kharif,5060
2016,Khammam,Arhar/Tur,Rabi,8254
2017,Khammam,Arhar/Tur,Kharif,3805
2017,Khammam,Arhar/Tur,Rabi,3996
2018,Khammam,Arhar/Tur,Kharif,3833
2018,Khammam,Arhar/Tur,Rabi,3778
2019,Khammam,Arhar/Tur,Kharif,4693
2019,Khammam,Arhar/Tur,Rabi,4880
2020,Khammam,Arhar/Tur,Kharif,4850
2020,Khammam,Arhar/Tur,Rabi,4868
2021,Khammam,Arhar/Tur,Kharif,5737
2021,Khammam,Arhar/Tur,Rabi,6166
2022,Khammam,Arhar/Tur,Kharif,5399
2022,Khammam,Arhar/Tur,Rabi,5255
2023,Khammam,Arhar/Tur,Kharif,8230
2023,Khammam,Arhar/Tur,Rabi,7306
2024,Khammam,Arhar/Tur,Kharif,7524
2024,Khammam,Arhar/Tur,Rabi,9553
2013,Khammam,Banana,Kharif,300
2013,Khammam,Banana,Whole Year,1000
2014,Khammam,Banana,Kharif,300
2014,Khammam,Banana,Whole Year,1000
2015,Khammam,Banana,Kharif,300
2015,Khammam,Banana,Whole Year,387
2016,Khammam,Banana,Kharif,304
2016,Khammam,Banana,Whole Year,323
2017,Khammam,Banana,Kharif,320
2017,Khammam,Banana,Whole Year,276
2018,Khammam,Banana,Kharif,200
2018,Khammam,Banana,Whole Year,350
2019,Khammam,Banana,Kharif,2200
2019,Khammam,Banana,Whole Year,1633
2020,Khammam,Banana,Kharif,2200
2020,Khammam,Banana,Whole Year,1633
2021,Khammam,Banana,Kharif,2200
2021,Khammam,Banana,Whole Year,1633
2022,Khammam,Banana,Kharif,2200
2022,Khammam,Banana,Whole Year,1633
2023,Khammam,Banana,Kharif,2200
2023,Khammam,Banana,Whole Year,1633
2024,Khammam,Banana,Kharif,2200
2024,Khammam,Banana,Whole Year,1633
2013,Khammam,Cowpea(Lobia),Kharif,4500
2013,Khammam,Cowpea(Lobia),Rabi,3853
2014,Khammam,Cowpea(Lobia),Kharif,4500
2014,Khammam,Cowpea(Lobia),Rabi,3853
2015,Khammam,Cowpea(Lobia),Kharif,4500
2015,Khammam,Cowpea(Lobia),Rabi,3853
2016,Khammam,Cowpea(Lobia),Kharif,4500
2016,Khammam,Cowpea(Lobia),Rabi,3853
2017,Khammam,Cowpea(Lobia),Kharif,4500
2017,Khammam,Cowpea(Lobia),Rabi,3853
2018,Khammam,Cowpea(Lobia),Kharif,4500
2018,Khammam,Cowpea(Lobia),Rabi,3853
2019,Khammam,Cowpea(Lobia),Kharif,4500
2019,Khammam,Cowpea(Lobia),Rabi,3230
2020,Khammam,Cowpea(Lobia),Kharif,4500
2020,Khammam,Cowpea(Lobia),Rabi,3230
2021,Khammam,Cowpea(Lobia),Kharif,4500
2021,Khammam,Cowpea(Lobia),Rabi,3230
2022,Khammam,Cowpea(Lobia),Kharif,4500
2022,Khammam,Cowpea(Lobia),Rabi,5400
2023,Khammam,Cowpea(Lobia),Kharif,4500
2023,Khammam,Cowpea(Lobia),Rabi,6133
2024,Khammam,Cowpea(Lobia),Kharif,4500
2024,Khammam,Cowpea(Lobia),Rabi,7702
2013,Khammam,Dry chillies,Kharif,4019
2013,Khammam,Dry chillies,Rabi,4191
2014,Khammam,Dry chillies,Kharif,5411
2014,Khammam,Dry chillies,Rabi,7174
2015,Khammam,Dry chillies,Kharif,6783
2015,Khammam,Dry chillies,Rabi,5816
2016,Khammam,Dry chillies,Kharif,6287
2016,Khammam,Dry chillies,Rabi,7487
2017,Khammam,Dry chillies,Kharif,4285
2017,Khammam,Dry chillies,Rabi,3480
2018,Khammam,Dry chillies,Kharif,5201
2018,Khammam,Dry chillies,Rabi,5924
2019,Khammam,Dry chillies,Kharif,6688
2019,Khammam,Dry chillies,Rabi,6835
2020,Khammam,Dry chillies,Kharif,6688
2020,Khammam,Dry chillies,Rabi,6835
2021,Khammam,Dry chillies,Kharif,6688
2021,Khammam,Dry chillies,Rabi,12333
2022,Khammam,Dry chillies,Kharif,11672
2022,Khammam,Dry chillies,Rabi,15501
2023,Khammam,Dry chillies,Kharif,16864
2023,Khammam,Dry chillies,Rabi,16653
2024,Khammam,Dry chillies,Kharif,16864
2024,Khammam,Dry chillies,Rabi,16388
2013,Khammam,Gram,Kharif,9400
2014,Khammam,Gram,Kharif,9400
2015,Khammam,Gram,Kharif,9400
2016,Khammam,Gram,Kharif,9400
2017,Khammam,Gram,Kharif,9400
2018,Khammam,Gram,Kharif,9400
2019,Khammam,Gram,Kharif,9400
2020,Khammam,Gram,Kharif,9400
2021,Khammam,Gram,Kharif,9400
2022,Khammam,Gram,Kharif,9400
2023,Khammam,Gram,Kharif,9400
2024,Khammam,Gram,Kharif,9400
2013,Khammam,Groundnut,Kharif,3205
2013,Khammam,Groundnut,Rabi,4022
2014,Khammam,Groundnut,Kharif,3689
2014,Khammam,Groundnut,Rabi,3607
2015,Khammam,Groundnut,Kharif,4573
2015,Khammam,Groundnut,Rabi,4835
2016,Khammam,Groundnut,Kharif,4491
2016,Khammam,Groundnut,Rabi,3171
2017,Khammam,Groundnut,Kharif,3390
2017,Khammam,Groundnut,Rabi,3900
2018,Khammam,Groundnut,Kharif,3145
2018,Khammam,Groundnut,Rabi,4308
2019,Khammam,Groundnut,Kharif,3145
2019,Khammam,Groundnut,Rabi,4878
2020,Khammam,Groundnut,Kharif,3145
2020,Khammam,Groundnut,Rabi,4878
2021,Khammam,Groundnut,Kharif,3145
2021,Khammam,Groundnut,Rabi,4878
2022,Khammam,Groundnut,Kharif,3145
2022,Khammam,Groundnut,Rabi,5488
2023,Khammam,Groundnut,Kharif,3145
2023,Khammam,Groundnut,Rabi,5850
2024,Khammam,Groundnut,Kharif,3145
2024,Khammam,Groundnut,Rabi,6700
2013,Khammam,Jowar,Rabi,3875
2014,Khammam,Jowar,Rabi,3875
2015,Khammam,Jowar,Rabi,1353
2016,Khammam,Jowar,Rabi,950
2017,Khammam,Jowar,Rabi,950
2018,Khammam,Jowar,Rabi,950
2019,Khammam,Jowar,Rabi,950
2020,Khammam,Jowar,Rabi,950
2021,Khammam,Jowar,Rabi,950
2022,Khammam,Jowar,Rabi,950
2023,Khammam,Jowar,Rabi,2970
2024,Khammam,Jowar,Rabi,2970
2013,Khammam,Maize,Kharif,1219
2013,Khammam,Maize,Rabi,1250
2014,Khammam,Maize,Kharif,1199
2014,Khammam,Maize,Rabi,1222
2015,Khammam,Maize,Kharif,1348
2015,Khammam,Maize,Rabi,1256
2016,Khammam,Maize,Kharif,1340
2016,Khammam,Maize,Rabi,1304
2017,Khammam,Maize,Kharif,1300
2017,Khammam,Maize,Rabi,1364
2018,Khammam,Maize,Kharif,1342
2018,Khammam,Maize,Rabi,1358
2019,Khammam,Maize,Kharif,1724
2019,Khammam,Maize,Rabi,1746
2020,Khammam,Maize,Kharif,1545
2020,Khammam,Maize,Rabi,1636
2021,Khammam,Maize,Kharif,1746
2021,Khammam,Maize,Rabi,1744
2022,Khammam,Maize,Kharif,2000
2022,Khammam,Maize,Rabi,1851
2023,Khammam,Maize,Kharif,2063
2023,Khammam,Maize,Rabi,1934
2024,Khammam,Maize,Kharif,2107
2024,Khammam,Maize,Rabi,2111
2013,Khammam,Moong(Green Gram),Kharif,5044
2013,Khammam,Moong(Green Gram),Rabi,4941
2014,Khammam,Moong(Green Gram),Kharif,6260
2014,Khammam,Moong(Green Gram),Rabi,6251
2015,Khammam,Moong(Green Gram),Kharif,7225
2015,Khammam,Moong(Green Gram),Rabi,6888
2016,Khammam,Moong(Green Gram),Kharif,4772
2016,Khammam,Moong(Green Gram),Rabi,6110
2017,Khammam,Moong(Green Gram),Kharif,3482
2017,Khammam,Moong(Green Gram),Rabi,4225
2018,Khammam,Moong(Green Gram),Kharif,3906
2018,Khammam,Moong(Green Gram),Rabi,4339
2019,Khammam,Moong(Green Gram),Kharif,5646
2019,Khammam,Moong(Green Gram),Rabi,5388
2020,Khammam,Moong(Green Gram),Kharif,5055
2020,Khammam,Moong(Green Gram),Rabi,6869
2021,Khammam,Moong(Green Gram),Kharif,5730
2021,Khammam,Moong(Green Gram),Rabi,6286
2022,Khammam,Moong(Green Gram),Kharif,6527
2022,Khammam,Moong(Green Gram),Rabi,6199
2023,Khammam,Moong(Green Gram),Kharif,7301
2023,Khammam,Moong(Green Gram),Rabi,7207
2024,Khammam,Moong(Green Gram),Kharif,7243
2024,Khammam,Moong(Green Gram),Rabi,7441
2013,Khammam,Onion,Kharif,1932
2013,Khammam,Onion,Rabi,600
2014,Khammam,Onion,Kharif,1932
2014,Khammam,Onion,Rabi,600
2015,Khammam,Onion,Kharif,1932
2015,Khammam,Onion,Rabi,600
2016,Khammam,Onion,Kharif,300
2016,Khammam,Onion,Rabi,600
2017,Khammam,Onion,Kharif,300
2017,Khammam,Onion,Rabi,600
2018,Khammam,Onion,Kharif,3125
2018,Khammam,Onion,Rabi,1000
2019,Khammam,Onion,Kharif,3125
2019,Khammam,Onion,Rabi,1000
2020,Khammam,Onion,Kharif,3125
2020,Khammam,Onion,Rabi,1000
2021,Khammam,Onion,Kharif,3125
2021,Khammam,Onion,Rabi,1000
2022,Khammam,Onion,Kharif,3600
2022,Khammam,Onion,Rabi,1000
2023,Khammam,Onion,Kharif,3600
2023,Khammam,Onion,Rabi,1000
2024,Khammam,Onion,Kharif,3600
2024,Khammam,Onion,Rabi,1000
2013,Khammam,Potato,Kharif,1300
2013,Khammam,Potato,Rabi,967
2013,Khammam,Potato,Whole Year,1300
2014,Khammam,Potato,Kharif,1300
2014,Khammam,Potato,Rabi,967
2014,Khammam,Potato,Whole Year,2300
2015,Khammam,Potato,Kharif,1250
2015,Khammam,Potato,Rabi,967
2015,Khammam,Potato,Whole Year,1156
2016,Khammam,Potato,Kharif,1042
2016,Khammam,Potato,Rabi,1764
2016,Khammam,Potato,Whole Year,1557
2017,Khammam,Potato,Kharif,1240
2017,Khammam,Potato,Rabi,982
2017,Khammam,Potato,Whole Year,1041
2018,Khammam,Potato,Kharif,912
2018,Khammam,Potato,Rabi,1535
2018,Khammam,Potato,Whole Year,1264
2019,Khammam,Potato,Kharif,912
2019,Khammam,Potato,Rabi,1535
2019,Khammam,Potato,Whole Year,1264
2020,Khammam,Potato,Kharif,912
2020,Khammam,Potato,Rabi,1535
2020,Khammam,Potato,Whole Year,1264
2021,Khammam,Potato,Kharif,912
2021,Khammam,Potato,Rabi,1535
2021,Khammam,Potato,Whole Year,1264
2022,Khammam,Potato,Kharif,2200
2022,Khammam,Potato,Rabi,1535
2022,Khammam,Potato,Whole Year,2200
2023,Khammam,Potato,Kharif,2200
2023,Khammam,Potato,Rabi,1535
2023,Khammam,Potato,Whole Year,2200
2024,Khammam,Potato,Kharif,2200
2024,Khammam,Potato,Rabi,1535
2024,Khammam,Potato,Whole Year,2200
2013,Khammam,Rice,Kharif,3622
2013,Khammam,Rice,Rabi,3160
2014,Khammam,Rice,Kharif,3377
2014,Khammam,Rice,Rabi,3315
2015,Khammam,Rice,Kharif,3668
2015,Khammam,Rice,Rabi,3026
2016,Khammam,Rice,Kharif,3668
2016,Khammam,Rice,Rabi,3026
2017,Khammam,Rice,Kharif,3668
2017,Khammam,Rice,Rabi,4000
2018,Khammam,Rice,Kharif,3668
2018,Khammam,Rice,Rabi,4000
2019,Khammam,Rice,Kharif,3668
2019,Khammam,Rice,Rabi,4000
2020,Khammam,Rice,Kharif,3668
2020,Khammam,Rice,Rabi,4000
2021,Khammam,Rice,Kharif,3668
2021,Khammam,Rice,Rabi,4000
2022,Khammam,Rice,Kharif,3668
2022,Khammam,Rice,Rabi,4000
2023,Khammam,Rice,Kharif,5200
2023,Khammam,Rice,Rabi,4000
2024,Khammam,Rice,Kharif,5200
2024,Khammam,Rice,Rabi,4000
2013,Khammam,Safflower,Rabi,3800
2014,Khammam,Safflower,Rabi,3800
2015,Khammam,Safflower,Rabi,3800
2016,Khammam,Safflower,Rabi,3800
2017,Khammam,Safflower,Rabi,3800
2018,Khammam,Safflower,Rabi,3800
2019,Khammam,Safflower,Rabi,3800
2020,Khammam,Safflower,Rabi,3800
2021,Khammam,Safflower,Rabi,3800
2022,Khammam,Safflower,Rabi,3800
2023,Khammam,Safflower,Rabi,3800
2024,Khammam,Safflower,Rabi,3800
2013,Khammam,Sunflower,Rabi,2700
2014,Khammam,Sunflower,Rabi,2700
2015,Khammam,Sunflower,Rabi,2700
2016,Khammam,Sunflower,Rabi,2700
2017,Khammam,Sunflower,Rabi,2700
2018,Khammam,Sunflower,Rabi,2700
2019,Khammam,Sunflower,Rabi,2700
2020,Khammam,Sunflower,Rabi,2700
2021,Khammam,Sunflower,Rabi,2700
2022,Khammam,Sunflower,Rabi,2700
2023,Khammam,Sunflower,Rabi,6200
2024,Khammam,Sunflower,Rabi,6200
2013,Khammam,Tobacco,Rabi,150
2014,Khammam,Tobacco,Rabi,150
2015,Khammam,Tobacco,Rabi,150
2016,Khammam,Tobacco,Rabi,150
2017,Khammam,Tobacco,Rabi,1294
2018,Khammam,Tobacco,Rabi,1900
2019,Khammam,Tobacco,Rabi,1900
2020,Khammam,Tobacco,Rabi,1900
2021,Khammam,Tobacco,Rabi,1900
2022,Khammam,Tobacco,Rabi,1900
2023,Khammam,Tobacco,Rabi,1900
2024,Khammam,Tobacco,Rabi,1900
2013,Khammam,Turmeric,Rabi,6200
2014,Khammam,Turmeric,Rabi,6200
2015,Khammam,Turmeric,Rabi,6200
2016,Khammam,Turmeric,Rabi,4330
2017,Khammam,Turmeric,Rabi,4330
2018,Khammam,Turmeric,Rabi,4330
2019,Khammam,Turmeric,Rabi,4330
2020,Khammam,Turmeric,Rabi,4330
2021,Khammam,Turmeric,Rabi,4330
2022,Khammam,Turmeric,Rabi,4330
2023,Khammam,Turmeric,Rabi,4330
2024,Khammam,Turmeric,Rabi,4330
2013,Khammam,Urad,Kharif,4500
2013,Khammam,Urad,Rabi,3350
2014,Khammam,Urad,Kharif,4067
2014,Khammam,Urad,Rabi,4440
2015,Khammam,Urad,Kharif,4300
2015,Khammam,Urad,Rabi,4440
2016,Khammam,Urad,Kharif,4300
2016,Khammam,Urad,Rabi,4440
2017,Khammam,Urad,Kharif,3735
2017,Khammam,Urad,Rabi,5214
2018,Khammam,Urad,Kharif,4792
2018,Khammam,Urad,Rabi,4114
2019,Khammam,Urad,Kharif,5125
2019,Khammam,Urad,Rabi,5240
2020,Khammam,Urad,Kharif,5125
2020,Khammam,Urad,Rabi,5240
2021,Khammam,Urad,Kharif,5125
2021,Khammam,Urad,Rabi,5240
2022,Khammam,Urad,Kharif,7400
2022,Khammam,Urad,Rabi,5657
2023,Khammam,Urad,Kharif,6369
2023,Khammam,Urad,Rabi,6433
2024,Khammam,Urad,Kharif,6369
2024,Khammam,Urad,Rabi,8056
2013,Mahbubnagar,Arhar/Tur,Kharif,5204
2013,Mahbubnagar,Arhar/Tur,Rabi,8277
2014,Mahbubnagar,Arhar/Tur,Kharif,5204
2014,Mahbubnagar,Arhar/Tur,Rabi,8277
2015,Mahbubnagar,Arhar/Tur,Kharif,5204
2015,Mahbubnagar,Arhar/Tur,Rabi,8277
2016,Mahbubnagar,Arhar/Tur,Kharif,5204
2016,Mahbubnagar,Arhar/Tur,Rabi,8277
2017,Mahbubnagar,Arhar/Tur,Kharif,4275
2017,Mahbubnagar,Arhar/Tur,Rabi,4102
2018,Mahbubnagar,Arhar/Tur,Kharif,4693
2018,Mahbubnagar,Arhar/Tur,Rabi,3770
2019,Mahbubnagar,Arhar/Tur,Kharif,4754
2019,Mahbubnagar,Arhar/Tur,Rabi,4665
2020,Mahbubnagar,Arhar/Tur,Kharif,4983
2020,Mahbubnagar,Arhar/Tur,Rabi,4678
2021,Mahbubnagar,Arhar/Tur,Kharif,5499
2021,Mahbubnagar,Arhar/Tur,Rabi,5977
2022,Mahbubnagar,Arhar/Tur,Kharif,6609
2022,Mahbubnagar,Arhar/Tur,Rabi,5457
2023,Mahbubnagar,Arhar/Tur,Kharif,8567
2023,Mahbubnagar,Arhar/Tur,Rabi,7353
2024,Mahbubnagar,Arhar/Tur,Kharif,9321
2024,Mahbubnagar,Arhar/Tur,Rabi,9426
2013,Mahbubnagar,Bajra,Kharif,1158
2013,Mahbubnagar,Bajra,Rabi,1356
2014,Mahbubnagar,Bajra,Kharif,1070
2014,Mahbubnagar,Bajra,Rabi,1356
2015,Mahbubnagar,Bajra,Kharif,1272
2015,Mahbubnagar,Bajra,Rabi,1356
2016,Mahbubnagar,Bajra,Kharif,1266
2016,Mahbubnagar,Bajra,Rabi,1356
2017,Mahbubnagar,Bajra,Kharif,1222
2017,Mahbubnagar,Bajra,Rabi,1200
2018,Mahbubnagar,Bajra,Kharif,1609
2018,Mahbubnagar,Bajra,Rabi,1200
2019,Mahbubnagar,Bajra,Kharif,1609
2019,Mahbubnagar,Bajra,Rabi,2079
2020,Mahbubnagar,Bajra,Kharif,1860
2020,Mahbubnagar,Bajra,Rabi,2079
2021,Mahbubnagar,Bajra,Kharif,1860
2021,Mahbubnagar,Bajra,Rabi,2079
2022,Mahbubnagar,Bajra,Kharif,1381
2022,Mahbubnagar,Bajra,Rabi,2079
2023,Mahbubnagar,Bajra,Kharif,2340
2023,Mahbubnagar,Bajra,Rabi,1200
2024,Mahbubnagar,Bajra,Kharif,2340
2024,Mahbubnagar,Bajra,Rabi,1200
2013,Mahbubnagar,Castor seed,Kharif,3048
2013,Mahbubnagar,Castor seed,Rabi,3012
2014,Mahbubnagar,Castor seed,Kharif,3594
2014,Mahbubnagar,Castor seed,Rabi,3349
2015,Mahbubnagar,Castor seed,Kharif,3603
2015,Mahbubnagar,Castor seed,Rabi,3544
2016,Mahbubnagar,Castor seed,Kharif,3148
2016,Mahbubnagar,Castor seed,Rabi,3131
2017,Mahbubnagar,Castor seed,Kharif,3646
2017,Mahbubnagar,Castor seed,Rabi,3876
2018,Mahbubnagar,Castor seed,Kharif,4188
2018,Mahbubnagar,Castor seed,Rabi,3765
2019,Mahbubnagar,Castor seed,Kharif,4018
2019,Mahbubnagar,Castor seed,Rabi,4754
2020,Mahbubnagar,Castor seed,Kharif,3569
2020,Mahbubnagar,Castor seed,Rabi,4754
2021,Mahbubnagar,Castor seed,Kharif,3569
2021,Mahbubnagar,Castor seed,Rabi,4543
2022,Mahbubnagar,Castor seed,Kharif,6039
2022,Mahbubnagar,Castor seed,Rabi,6581
2023,Mahbubnagar,Castor seed,Kharif,5546
2023,Mahbubnagar,Castor seed,Rabi,5623
2024,Mahbubnagar,Castor seed,Kharif,5546
2024,Mahbubnagar,Castor seed,Rabi,5520
2013,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2013,Mahbubnagar,Cowpea(Lobia),Rabi,3186
2014,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2014,Mahbubnagar,Cowpea(Lobia),Rabi,3186
2015,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2015,Mahbubnagar,Cowpea(Lobia),Rabi,3186
2016,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2016,Mahbubnagar,Cowpea(Lobia),Rabi,3186
2017,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2017,Mahbubnagar,Cowpea(Lobia),Rabi,4558
2018,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2018,Mahbubnagar,Cowpea(Lobia),Rabi,3447
2019,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2019,Mahbubnagar,Cowpea(Lobia),Rabi,3447
2020,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2020,Mahbubnagar,Cowpea(Lobia),Rabi,3447
2021,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2021,Mahbubnagar,Cowpea(Lobia),Rabi,3447
2022,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2022,Mahbubnagar,Cowpea(Lobia),Rabi,5079
2023,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2023,Mahbubnagar,Cowpea(Lobia),Rabi,5324
2024,Mahbubnagar,Cowpea(Lobia),Kharif,7225
2024,Mahbubnagar,Cowpea(Lobia),Rabi,6665
2013,Mahbubnagar,Dry chillies,Kharif,1334
2013,Mahbubnagar,Dry chillies,Rabi,19839
2014,Mahbubnagar,Dry chillies,Kharif,1334
2014,Mahbubnagar,Dry chillies,Rabi,19839
2015,Mahbubnagar,Dry chillies,Kharif,1334
2015,Mahbubnagar,Dry chillies,Rabi,19839
2016,Mahbubnagar,Dry chillies,Kharif,1334
2016,Mahbubnagar,Dry chillies,Rabi,19839
2017,Mahbubnagar,Dry chillies,Kharif,1334
2017,Mahbubnagar,Dry chillies,Rabi,19839
2018,Mahbubnagar,Dry chillies,Kharif,1334
2018,Mahbubnagar,Dry chillies,Rabi,19839
2019,Mahbubnagar,Dry chillies,Kharif,1334
2019,Mahbubnagar,Dry chillies,Rabi,19839
2020,Mahbubnagar,Dry chillies,Kharif,1334
2020,Mahbubnagar,Dry chillies,Rabi,19839
2021,Mahbubnagar,Dry chillies,Kharif,1334
2021,Mahbubnagar,Dry chillies,Rabi,19839
2022,Mahbubnagar,Dry chillies,Kharif,1334
2022,Mahbubnagar,Dry chillies,Rabi,19839
2023,Mahbubnagar,Dry chillies,Kharif,1334
2023,Mahbubnagar,Dry chillies,Rabi,19600
2024,Mahbubnagar,Dry chillies,Kharif,1334
2024,Mahbubnagar,Dry chillies,Rabi,14100
2013,Mahbubnagar,Gram,Kharif,3618
2013,Mahbubnagar,Gram,Rabi,3050
2014,Mahbubnagar,Gram,Kharif,2843
2014,Mahbubnagar,Gram,Rabi,2855
2015,Mahbubnagar,Gram,Kharif,3300
2015,Mahbubnagar,Gram,Rabi,3715
2016,Mahbubnagar,Gram,Kharif,4601
2016,Mahbubnagar,Gram,Rabi,4406
2017,Mahbubnagar,Gram,Kharif,6590
2017,Mahbubnagar,Gram,Rabi,5740
2018,Mahbubnagar,Gram,Kharif,3716
2018,Mahbubnagar,Gram,Rabi,3561
2019,Mahbubnagar,Gram,Kharif,5055
2019,Mahbubnagar,Gram,Rabi,4329
2020,Mahbubnagar,Gram,Kharif,5055
2020,Mahbubnagar,Gram,Rabi,3710
2021,Mahbubnagar,Gram,Kharif,5055
2021,Mahbubnagar,Gram,Rabi,4821
2022,Mahbubnagar,Gram,Kharif,7100
2022,Mahbubnagar,Gram,Rabi,4733
2023,Mahbubnagar,Gram,Kharif,7100
2023,Mahbubnagar,Gram,Rabi,4810
2024,Mahbubnagar,Gram,Kharif,7100
2024,Mahbubnagar,Gram,Rabi,5913
2013,Mahbubnagar,Groundnut,Kharif,3433
2013,Mahbubnagar,Groundnut,Rabi,4348
2014,Mahbubnagar,Groundnut,Kharif,3445
2014,Mahbubnagar,Groundnut,Rabi,3297
2015,Mahbubnagar,Groundnut,Kharif,4117
2015,Mahbubnagar,Groundnut,Rabi,4673
2016,Mahbubnagar,Groundnut,Kharif,4355
2016,Mahbubnagar,Groundnut,Rabi,4725
2017,Mahbubnagar,Groundnut,Kharif,3859
2017,Mahbubnagar,Groundnut,Rabi,4757
2018,Mahbubnagar,Groundnut,Kharif,4114
2018,Mahbubnagar,Groundnut,Rabi,3672
2019,Mahbubnagar,Groundnut,Kharif,4457
2019,Mahbubnagar,Groundnut,Rabi,4489
2020,Mahbubnagar,Groundnut,Kharif,4679
2020,Mahbubnagar,Groundnut,Rabi,4758
2021,Mahbubnagar,Groundnut,Kharif,5197
2021,Mahbubnagar,Groundnut,Rabi,5091
2022,Mahbubnagar,Groundnut,Kharif,6069
2022,Mahbubnagar,Groundnut,Rabi,5452
2023,Mahbubnagar,Groundnut,Kharif,6397
2023,Mahbubnagar,Groundnut,Rabi,6071
2024,Mahbubnagar,Groundnut,Kharif,6708
2024,Mahbubnagar,Groundnut,Rabi,5887
2013,Mahbubnagar,Horse-gram,Kharif,2330
2013,Mahbubnagar,Horse-gram,Rabi,3305
2014,Mahbubnagar,Horse-gram,Kharif,2632
2014,Mahbubnagar,Horse-gram,Rabi,2593
2015,Mahbubnagar,Horse-gram,Kharif,2632
2015,Mahbubnagar,Horse-gram,Rabi,2634
2016,Mahbubnagar,Horse-gram,Kharif,3975
2016,Mahbubnagar,Horse-gram,Rabi,2634
2017,Mahbubnagar,Horse-gram,Kharif,4123
2017,Mahbubnagar,Horse-gram,Rabi,2634
2018,Mahbubnagar,Horse-gram,Kharif,4078
2018,Mahbubnagar,Horse-gram,Rabi,3801
2019,Mahbubnagar,Horse-gram,Kharif,3736
2019,Mahbubnagar,Horse-gram,Rabi,3334
2020,Mahbubnagar,Horse-gram,Kharif,3736
2020,Mahbubnagar,Horse-gram,Rabi,3334
2021,Mahbubnagar,Horse-gram,Kharif,3736
2021,Mahbubnagar,Horse-gram,Rabi,3334
2022,Mahbubnagar,Horse-gram,Kharif,4287
2022,Mahbubnagar,Horse-gram,Rabi,3547
2023,Mahbubnagar,Horse-gram,Kharif,5069
2023,Mahbubnagar,Horse-gram,Rabi,5436
2024,Mahbubnagar,Horse-gram,Kharif,5069
2024,Mahbubnagar,Horse-gram,Rabi,5436
2013,Mahbubnagar,Jowar,Kharif,1404
2013,Mahbubnagar,Jowar,Rabi,1557
2014,Mahbubnagar,Jowar,Kharif,1503
2014,Mahbubnagar,Jowar,Rabi,2090
2015,Mahbubnagar,Jowar,Kharif,1521
2015,Mahbubnagar,Jowar,Rabi,2186
2016,Mahbubnagar,Jowar,Kharif,1235
2016,Mahbubnagar,Jowar,Rabi,2123
2017,Mahbubnagar,Jowar,Kharif,1296
2017,Mahbubnagar,Jowar,Rabi,2028
2018,Mahbubnagar,Jowar,Kharif,1908
2018,Mahbubnagar,Jowar,Rabi,2324
2019,Mahbubnagar,Jowar,Kharif,1905
2019,Mahbubnagar,Jowar,Rabi,1582
2020,Mahbubnagar,Jowar,Kharif,1344
2020,Mahbubnagar,Jowar,Rabi,1582
2021,Mahbubnagar,Jowar,Kharif,1344
2021,Mahbubnagar,Jowar,Rabi,1582
2022,Mahbubnagar,Jowar,Kharif,1714
