year,district,crop,season,yield
2024,Rangareddi,Horse-gram,Rabi,0.99
2024,Rangareddi,Jowar,Kharif,1.04
2024,Rangareddi,Jowar,Rabi,1.83
2024,Rangareddi,Maize,Kharif,2.3
2024,Rangareddi,Maize,Rabi,5.1
2024,Rangareddi,Moong(Green Gram),Kharif,0.65
2024,Rangareddi,Moong(Green Gram),Rabi,0.88
2024,Rangareddi,Oilseeds total,Kharif,0.8
2024,Rangareddi,Oilseeds total,Rabi,1.16
2024,Rangareddi,Onion,Kharif,15.74
2024,Rangareddi,Onion,Rabi,22.02
2024,Rangareddi,Potato,Kharif,18.14
2024,Rangareddi,Potato,Rabi,18.19
2024,Rangareddi,Potato,Whole Year,16.67
2024,Rangareddi,Ragi,Kharif,1.59
2024,Rangareddi,Ragi,Rabi,1.62
2024,Rangareddi,Rice,Kharif,2.96
2024,Rangareddi,Rice,Rabi,2.84
2024,Rangareddi,Safflower,Kharif,1.31
2024,Rangareddi,Safflower,Rabi,1.06
2024,Rangareddi,Sesamum,Kharif,0.14
2024,Rangareddi,Sesamum,Rabi,0.76
2024,Rangareddi,Small millets,Kharif,1.13
2024,Rangareddi,Soyabean,Kharif,1.4
2024,Rangareddi,Soyabean,Rabi,1.37
2024,Rangareddi,Sugarcane,Kharif,77.29
2024,Rangareddi,Sunflower,Kharif,2.02
2024,Rangareddi,Sunflower,Rabi,1.86
2024,Rangareddi,Sweet potato,Kharif,8.83
2024,Rangareddi,Sweet potato,Rabi,11.19
2024,Rangareddi,Sweet potato,Whole Year,8.74
2024,Rangareddi,Turmeric,Kharif,5.62
2024,Rangareddi,Urad,Kharif,0.79
2024,Rangareddi,Urad,Rabi,1.37
2024,Rangareddi,Wheat,Kharif,1.52
2024,Rangareddi,Wheat,Rabi,2.28
2024,Rangareddi,other oilseeds,Kharif,0.33
2024,Sangareddy,Arhar/Tur,Kharif,0.74
2024,Sangareddy,Arhar/Tur,Rabi,0.97
2024,Sangareddy,Bajra,Kharif,0.61
2024,Sangareddy,Bajra,Rabi,0.68
2024,Sangareddy,Banana,Kharif,50.74
2024,Sangareddy,Cashewnut,Kharif,0.67
2024,Sangareddy,Castor seed,Kharif,0.95
2024,Sangareddy,Castor seed,Rabi,0.99
2024,Sangareddy,Coriander,Kharif,0.71
2024,Sangareddy,Coriander,Rabi,0.73
2024,Sangareddy,Cowpea(Lobia),Kharif,0.84
2024,Sangareddy,Cowpea(Lobia),Rabi,0.83
2024,Sangareddy,Dry chillies,Kharif,4.45
2024,Sangareddy,Dry chillies,Rabi,5.71
2024,Sangareddy,Garlic,Kharif,3.0
2024,Sangareddy,Garlic,Rabi,2.36
2024,Sangareddy,Ginger,Kharif,8.08
2024,Sangareddy,Ginger,Rabi,9.18
2024,Sangareddy,Gram,Rabi,1.33
2024,Sangareddy,Groundnut,Kharif,2.24
2024,Sangareddy,Groundnut,Rabi,1.74
2024,Sangareddy,Horse-gram,Kharif,0.96
2024,Sangareddy,Horse-gram,Rabi,1.06
2024,Sangareddy,Jowar,Kharif,0.66
2024,Sangareddy,Jowar,Rabi,1.69
2024,Sangareddy,Maize,Kharif,3.54
2024,Sangareddy,Maize,Rabi,3.87
2024,Sangareddy,Moong(Green Gram),Kharif,0.74
2024,Sangareddy,Moong(Green Gram),Rabi,0.98
2024,Sangareddy,Onion,Kharif,11.89
2024,Sangareddy,Onion,Rabi,37.03
2024,Sangareddy,Potato,Kharif,19.2
2024,Sangareddy,Potato,Rabi,16.84
2024,Sangareddy,Ragi,Kharif,1.47
2024,Sangareddy,Ragi,Rabi,1.26
2024,Sangareddy,Rice,Kharif,3.55
2024,Sangareddy,Rice,Rabi,3.72
2024,Sangareddy,Safflower,Rabi,0.66
2024,Sangareddy,Sesamum,Kharif,0.2
2024,Sangareddy,Sesamum,Rabi,0.69
2024,Sangareddy,Small millets,Kharif,1.12
2024,Sangareddy,Small millets,Rabi,1.0
2024,Sangareddy,Soyabean,Kharif,1.3
2024,Sangareddy,Soyabean,Rabi,1.55
2024,Sangareddy,Sugarcane,Kharif,87.56
2024,Sangareddy,Sunflower,Kharif,1.85
2024,Sangareddy,Sunflower,Rabi,2.04
2024,Sangareddy,Sweet potato,Rabi,12.14
2024,Sangareddy,Tobacco,Rabi,3.39
2024,Sangareddy,Turmeric,Kharif,4.76
2024,Sangareddy,Turmeric,Rabi,7.52
2024,Sangareddy,Urad,Kharif,0.76
2024,Sangareddy,Urad,Rabi,1.62
2024,Sangareddy,Wheat,Kharif,2.0
2024,Sangareddy,Wheat,Rabi,1.73
2024,Siddipet,Arhar/Tur,Kharif,0.78
2024,Siddipet,Arhar/Tur,Rabi,0.94
2024,Siddipet,Bajra,Kharif,1.13
2024,Siddipet,Bajra,Rabi,2.27
2024,Siddipet,Banana,Kharif,49.78
2024,Siddipet,Cashewnut,Kharif,0.76
2024,Siddipet,Castor seed,Kharif,0.85
2024,Siddipet,Castor seed,Rabi,0.96
2024,Siddipet,Coriander,Kharif,1.26
2024,Siddipet,Coriander,Rabi,0.91
2024,Siddipet,Cowpea(Lobia),Kharif,0.98
2024,Siddipet,Cowpea(Lobia),Rabi,0.99
2024,Siddipet,Dry chillies,Kharif,4.52
2024,Siddipet,Dry chillies,Rabi,5.56
2024,Siddipet,Garlic,Rabi,3.4
2024,Siddipet,Ginger,Kharif,8.19
2024,Siddipet,Ginger,Rabi,8.12
2024,Siddipet,Gram,Kharif,1.04
2024,Siddipet,Gram,Rabi,1.68
2024,Siddipet,Groundnut,Kharif,1.94
2024,Siddipet,Groundnut,Rabi,1.88
2024,Siddipet,Horse-gram,Kharif,1.16
2024,Siddipet,Horse-gram,Rabi,1.06
2024,Siddipet,Jowar,Kharif,0.92
2024,Siddipet,Jowar,Rabi,2.32
2024,Siddipet,Maize,Kharif,3.83
2024,Siddipet,Maize,Rabi,6.01
2024,Siddipet,Moong(Green Gram),Kharif,0.64
2024,Siddipet,Moong(Green Gram),Rabi,0.92
2024,Siddipet,Onion,Kharif,17.68
2024,Siddipet,Onion,Rabi,18.44
2024,Siddipet,Potato,Kharif,18.49
2024,Siddipet,Potato,Rabi,18.57
2024,Siddipet,Ragi,Kharif,1.59
2024,Siddipet,Ragi,Rabi,2.0
2024,Siddipet,Rice,Kharif,3.41
2024,Siddipet,Rice,Rabi,3.36
2024,Siddipet,Safflower,Rabi,1.12
2024,Siddipet,Sesamum,Kharif,0.32
2024,Siddipet,Sesamum,Rabi,0.7
2024,Siddipet,Small millets,Kharif,0.5
2024,Siddipet,Soyabean,Kharif,1.43
2024,Siddipet,Soyabean,Rabi,1.6
2024,Siddipet,Sugarcane,Kharif,90.37
2024,Siddipet,Sunflower,Kharif,2.03
2024,Siddipet,Sunflower,Rabi,2.11
2024,Siddipet,Tobacco,Rabi,2.51
2024,Siddipet,Turmeric,Kharif,6.86
2024,Siddipet,Turmeric,Rabi,7.0
2024,Siddipet,Urad,Kharif,0.85
2024,Siddipet,Urad,Rabi,1.4
2024,Siddipet,Wheat,Kharif,2.0
2024,Siddipet,Wheat,Rabi,1.93
2024,Suryapet,Arhar/Tur,Kharif,0.67
2024,Suryapet,Arhar/Tur,Rabi,0.84
2024,Suryapet,Bajra,Kharif,1.0
2024,Suryapet,Bajra,Rabi,3.0
2024,Suryapet,Banana,Kharif,49.78
2024,Suryapet,Castor seed,Kharif,0.5
2024,Suryapet,Castor seed,Rabi,0.94
2024,Suryapet,Coriander,Kharif,1.0
2024,Suryapet,Cowpea(Lobia),Kharif,0.87
2024,Suryapet,Cowpea(Lobia),Rabi,0.62
2024,Suryapet,Dry chillies,Kharif,4.05
2024,Suryapet,Dry chillies,Rabi,7.57
2024,Suryapet,Ginger,Kharif,9.0
2024,Suryapet,Gram,Rabi,1.49
2024,Suryapet,Groundnut,Kharif,1.9
2024,Suryapet,Groundnut,Rabi,2.1
2024,Suryapet,Horse-gram,Kharif,1.77
2024,Suryapet,Horse-gram,Rabi,1.21
2024,Suryapet,Jowar,Kharif,0.94
2024,Suryapet,Jowar,Rabi,1.58
2024,Suryapet,Maize,Kharif,3.4
2024,Suryapet,Maize,Rabi,5.74
2024,Suryapet,Moong(Green Gram),Kharif,0.41
2024,Suryapet,Moong(Green Gram),Rabi,0.77
2024,Suryapet,Onion,Kharif,16.85
2024,Suryapet,Onion,Rabi,28.06
2024,Suryapet,Ragi,Rabi,1.35
2024,Suryapet,Rice,Kharif,3.36
2024,Suryapet,Rice,Rabi,3.54
2024,Suryapet,Safflower,Rabi,1.0
2024,Suryapet,Sesamum,Kharif,0.15
2024,Suryapet,Sesamum,Rabi,0.73
2024,Suryapet,Small millets,Kharif,1.7
2024,Suryapet,Small millets,Rabi,1.0
2024,Suryapet,Sugarcane,Kharif,89.0
2024,Suryapet,Sunflower,Kharif,1.0
2024,Suryapet,Sunflower,Rabi,1.83
2024,Suryapet,Sweet potato,Kharif,12.42
2024,Suryapet,Sweet potato,Rabi,11.15
2024,Suryapet,Tobacco,Rabi,3.33
2024,Suryapet,Turmeric,Kharif,7.03
2024,Suryapet,Turmeric,Rabi,6.0
2024,Suryapet,Urad,Kharif,0.84
2024,Suryapet,Urad,Rabi,1.29
2024,Vikarabad,Arhar/Tur,Kharif,0.73
2024,Vikarabad,Arhar/Tur,Rabi,0.83
2024,Vikarabad,Bajra,Kharif,0.89
2024,Vikarabad,Bajra,Rabi,2.03
2024,Vikarabad,Banana,Kharif,53.63
2024,Vikarabad,Castor seed,Kharif,0.85
2024,Vikarabad,Castor seed,Rabi,1.26
2024,Vikarabad,Coriander,Kharif,0.59
2024,Vikarabad,Coriander,Rabi,0.76
2024,Vikarabad,Cowpea(Lobia),Kharif,0.8
2024,Vikarabad,Cowpea(Lobia),Rabi,0.99
2024,Vikarabad,Dry chillies,Kharif,4.49
2024,Vikarabad,Dry chillies,Rabi,5.32
2024,Vikarabad,Garlic,Kharif,2.0
2024,Vikarabad,Garlic,Rabi,4.0
2024,Vikarabad,Ginger,Kharif,6.7
2024,Vikarabad,Ginger,Rabi,6.72
2024,Vikarabad,Gram,Kharif,1.61
2024,Vikarabad,Gram,Rabi,1.44
2024,Vikarabad,Groundnut,Kharif,1.9
2024,Vikarabad,Groundnut,Rabi,2.26
2024,Vikarabad,Horse-gram,Kharif,1.03
2024,Vikarabad,Horse-gram,Rabi,1.11
2024,Vikarabad,Jowar,Kharif,1.1
2024,Vikarabad,Jowar,Rabi,1.59
2024,Vikarabad,Maize,Kharif,4.2
2024,Vikarabad,Maize,Rabi,5.93
2024,Vikarabad,Moong(Green Gram),Kharif,0.71
2024,Vikarabad,Moong(Green Gram),Rabi,0.97
2024,Vikarabad,Onion,Kharif,15.71
2024,Vikarabad,Onion,Rabi,36.46
2024,Vikarabad,Potato,Kharif,24.33
2024,Vikarabad,Potato,Rabi,21.51
2024,Vikarabad,Ragi,Kharif,1.96
2024,Vikarabad,Ragi,Rabi,1.33
2024,Vikarabad,Rice,Kharif,2.88
2024,Vikarabad,Rice,Rabi,3.11
2024,Vikarabad,Safflower,Kharif,0.85
2024,Vikarabad,Safflower,Rabi,0.82
2024,Vikarabad,Sesamum,Kharif,0.23
2024,Vikarabad,Sesamum,Rabi,0.71
2024,Vikarabad,Small millets,Kharif,0.78
2024,Vikarabad,Small millets,Rabi,0.75
2024,Vikarabad,Soyabean,Kharif,1.71
2024,Vikarabad,Soyabean,Rabi,1.37
2024,Vikarabad,Sugarcane,Kharif,76.18
2024,Vikarabad,Sunflower,Kharif,3.0
2024,Vikarabad,Sunflower,Rabi,2.09
2024,Vikarabad,Sweet potato,Kharif,10.26
2024,Vikarabad,Sweet potato,Rabi,10.09
2024,Vikarabad,Turmeric,Kharif,8.45
2024,Vikarabad,Turmeric,Rabi,12.14
2024,Vikarabad,Urad,Kharif,0.76
2024,Vikarabad,Urad,Rabi,1.66
2024,Vikarabad,Wheat,Kharif,2.0
2024,Vikarabad,Wheat,Rabi,1.97
2024,Wanaparthy,Arhar/Tur,Kharif,0.56
2024,Wanaparthy,Arhar/Tur,Rabi,0.81
2024,Wanaparthy,Bajra,Kharif,1.0
2024,Wanaparthy,Banana,Kharif,47.0
2024,Wanaparthy,Castor seed,Kharif,0.92
2024,Wanaparthy,Castor seed,Rabi,0.95
2024,Wanaparthy,Cowpea(Lobia),Kharif,0.76
2024,Wanaparthy,Cowpea(Lobia),Rabi,1.0
2024,Wanaparthy,Dry chillies,Kharif,4.39
2024,Wanaparthy,Dry chillies,Rabi,5.64
2024,Wanaparthy,Gram,Rabi,1.85
2024,Wanaparthy,Groundnut,Kharif,2.09
2024,Wanaparthy,Groundnut,Rabi,2.65
2024,Wanaparthy,Horse-gram,Kharif,1.03
2024,Wanaparthy,Horse-gram,Rabi,1.07
2024,Wanaparthy,Jowar,Kharif,0.93
2024,Wanaparthy,Jowar,Rabi,1.88
2024,Wanaparthy,Maize,Kharif,3.24
2024,Wanaparthy,Maize,Rabi,6.22
2024,Wanaparthy,Moong(Green Gram),Kharif,0.6
2024,Wanaparthy,Moong(Green Gram),Rabi,0.92
2024,Wanaparthy,Onion,Kharif,23.04
2024,Wanaparthy,Onion,Rabi,30.1
2024,Wanaparthy,Ragi,Kharif,1.59
2024,Wanaparthy,Ragi,Rabi,1.42
2024,Wanaparthy,Rice,Kharif,2.89
2024,Wanaparthy,Rice,Rabi,3.32
2024,Wanaparthy,Safflower,Rabi,1.0
2024,Wanaparthy,Sesamum,Kharif,0.17
2024,Wanaparthy,Sesamum,Rabi,0.72
2024,Wanaparthy,Small millets,Kharif,1.14
2024,Wanaparthy,Small millets,Rabi,1.0
2024,Wanaparthy,Soyabean,Kharif,1.44
2024,Wanaparthy,Soyabean,Rabi,1.47
2024,Wanaparthy,Sugarcane,Kharif,76.3
2024,Wanaparthy,Sunflower,Rabi,1.84
2024,Wanaparthy,Tobacco,Kharif,3.0
2024,Wanaparthy,Tobacco,Rabi,5.21
2024,Wanaparthy,Urad,Kharif,0.83
2024,Wanaparthy,Urad,Rabi,1.46
2024,Wanaparthy,Wheat,Rabi,2.0
2024,Warangal,Arhar/Tur,Kharif,0.82
2024,Warangal,Arhar/Tur,Rabi,0.89
2024,Warangal,Bajra,Kharif,1.0
2024,Warangal,Bajra,Rabi,2.17
2024,Warangal,Banana,Kharif,51.82
2024,Warangal,Banana,Whole Year,31.14
2024,Warangal,Cashewnut,Kharif,1.0
2024,Warangal,Castor seed,Kharif,0.62
2024,Warangal,Castor seed,Rabi,1.0
2024,Warangal,Coriander,Kharif,1.0
2024,Warangal,Coriander,Rabi,3.27
2024,Warangal,Coriander,Whole Year,0.49
2024,Warangal,Cowpea(Lobia),Kharif,0.75
2024,Warangal,Cowpea(Lobia),Rabi,4.44
2024,Warangal,Dry chillies,Kharif,3.54
2024,Warangal,Dry chillies,Rabi,3.23
2024,Warangal,Ginger,Kharif,8.03
2024,Warangal,Ginger,Rabi,7.0
2024,Warangal,Gram,Kharif,1.0
2024,Warangal,Gram,Rabi,1.15
2024,Warangal,Groundnut,Kharif,3.14
2024,Warangal,Groundnut,Rabi,2.45
2024,Warangal,Horse-gram,Kharif,1.0
2024,Warangal,Horse-gram,Rabi,0.7
2024,Warangal,Jowar,Kharif,0.87
2024,Warangal,Jowar,Rabi,1.58
2024,Warangal,Maize,Kharif,5.37
2024,Warangal,Maize,Rabi,7.89
2024,Warangal,Moong(Green Gram),Kharif,0.71
2024,Warangal,Moong(Green Gram),Rabi,0.78
2024,Warangal,Oilseeds total,Kharif,1.25
2024,Warangal,Oilseeds total,Rabi,1.65
2024,Warangal,Onion,Kharif,18.01
2024,Warangal,Onion,Rabi,30.1
2024,Warangal,Ragi,Kharif,1.6
2024,Warangal,Ragi,Rabi,1.0
2024,Warangal,Rice,Kharif,2.98
2024,Warangal,Rice,Rabi,3.59
2024,Warangal,Safflower,Rabi,1.0
2024,Warangal,Sesamum,Kharif,0.16
2024,Warangal,Sesamum,Rabi,0.55
2024,Warangal,Small millets,Kharif,1.38
2024,Warangal,Soyabean,Kharif,1.43
2024,Warangal,Soyabean,Rabi,1.32
2024,Warangal,Sugarcane,Kharif,82.42
2024,Warangal,Sunflower,Kharif,2.0
2024,Warangal,Sunflower,Rabi,1.87
2024,Warangal,Sweet potato,Rabi,12.61
2024,Warangal,Sweet potato,Whole Year,6.4
2024,Warangal,Tobacco,Kharif,3.38
2024,Warangal,Tobacco,Rabi,3.27
2024,Warangal,Turmeric,Kharif,5.51
2024,Warangal,Turmeric,Rabi,5.61
2024,Warangal,Urad,Kharif,0.71
2024,Warangal,Urad,Rabi,1.16
2024,Warangal urban,Arhar/Tur,Kharif,0.67
2024,Warangal urban,Arhar/Tur,Rabi,0.79
2024,Warangal urban,Bajra,Kharif,1.0
2024,Warangal urban,Bajra,Rabi,3.0
2024,Warangal urban,Banana,Kharif,49.75
2024,Warangal urban,Castor seed,Kharif,0.76
2024,Warangal urban,Coriander,Rabi,1.0
2024,Warangal urban,Cowpea(Lobia),Kharif,0.71
2024,Warangal urban,Cowpea(Lobia),Rabi,0.91
2024,Warangal urban,Dry chillies,Kharif,4.0
2024,Warangal urban,Dry chillies,Rabi,5.57
2024,Warangal urban,Garlic,Rabi,1.72
2024,Warangal urban,Ginger,Kharif,9.0
2024,Warangal urban,Gram,Kharif,2.0
2024,Warangal urban,Gram,Rabi,1.27
2024,Warangal urban,Groundnut,Kharif,2.69
2024,Warangal urban,Groundnut,Rabi,1.65
2024,Warangal urban,Horse-gram,Kharif,0.93
2024,Warangal urban,Horse-gram,Rabi,1.07
2024,Warangal urban,Jowar,Kharif,0.92
2024,Warangal urban,Jowar,Rabi,2.26
2024,Warangal urban,Maize,Kharif,5.66
2024,Warangal urban,Maize,Rabi,7.26
2024,Warangal urban,Moong(Green Gram),Kharif,0.45
2024,Warangal urban,Moong(Green Gram),Rabi,0.92
2024,Warangal urban,Onion,Kharif,14.56
2024,Warangal urban,Onion,Rabi,30.1
2024,Warangal urban,Potato,Kharif,12.0
2024,Warangal urban,Ragi,Kharif,1.79
2024,Warangal urban,Rice,Kharif,3.04
2024,Warangal urban,Rice,Rabi,3.78
2024,Warangal urban,Safflower,Kharif,1.0
2024,Warangal urban,Safflower,Rabi,0.92
2024,Warangal urban,Sesamum,Kharif,0.31
2024,Warangal urban,Sesamum,Rabi,0.72
2024,Warangal urban,Small millets,Kharif,1.22
2024,Warangal urban,Soyabean,Kharif,1.6
2024,Warangal urban,Soyabean,Rabi,1.63
2024,Warangal urban,Sunflower,Rabi,2.07
2024,Warangal urban,Tobacco,Kharif,2.6
2024,Warangal urban,Tobacco,Rabi,2.82
2024,Warangal urban,Turmeric,Kharif,6.51
2024,Warangal urban,Turmeric,Rabi,6.39
2024,Warangal urban,Urad,Kharif,0.84
2024,Warangal urban,Urad,Rabi,1.43
2024,Warangal urban,Wheat,Rabi,2.0
2024,Yadadri,Arhar/Tur,Kharif,0.59
2024,Yadadri,Arhar/Tur,Rabi,0.88
2024,Yadadri,Bajra,Kharif,0.8
2024,Yadadri,Bajra,Rabi,1.0
2024,Yadadri,Banana,Kharif,49.73
2024,Yadadri,Cashewnut,Kharif,0.67
2024,Yadadri,Castor seed,Kharif,0.8
2024,Yadadri,Castor seed,Rabi,1.02
2024,Yadadri,Coriander,Rabi,0.76
2024,Yadadri,Cowpea(Lobia),Kharif,0.85
2024,Yadadri,Cowpea(Lobia),Rabi,0.83
2024,Yadadri,Dry chillies,Kharif,4.33
2024,Yadadri,Dry chillies,Rabi,5.57
2024,Yadadri,Ginger,Kharif,9.0
2024,Yadadri,Gram,Rabi,1.53
2024,Yadadri,Groundnut,Kharif,2.22
2024,Yadadri,Groundnut,Rabi,2.29
2024,Yadadri,Horse-gram,Kharif,1.1
2024,Yadadri,Horse-gram,Rabi,1.04
2024,Yadadri,Jowar,Kharif,0.73
2024,Yadadri,Jowar,Rabi,1.82
2024,Yadadri,Maize,Kharif,3.34
2024,Yadadri,Maize,Rabi,7.66
2024,Yadadri,Moong(Green Gram),Kharif,0.61
2024,Yadadri,Moong(Green Gram),Rabi,0.92
2024,Yadadri,Onion,Rabi,29.92
2024,Yadadri,Potato,Rabi,17.22
2024,Yadadri,Ragi,Kharif,1.76
2024,Yadadri,Rice,Kharif,3.31
2024,Yadadri,Rice,Rabi,3.61
2024,Yadadri,Safflower,Kharif,1.0
2024,Yadadri,Safflower,Rabi,0.94
2024,Yadadri,Sesamum,Kharif,0.18
2024,Yadadri,Sesamum,Rabi,0.76
2024,Yadadri,Small millets,Kharif,1.16
2024,Yadadri,Small millets,Rabi,1.41
2024,Yadadri,Soyabean,Kharif,1.6
2024,Yadadri,Soyabean,Rabi,1.5
2024,Yadadri,Sugarcane,Kharif,89.49
2024,Yadadri,Sunflower,Rabi,1.4
2024,Yadadri,Sweet potato,Kharif,12.37
2024,Yadadri,Sweet potato,Rabi,11.67
2024,Yadadri,Tobacco,Kharif,3.8
2024,Yadadri,Tobacco,Rabi,2.25
2024,Yadadri,Turmeric,Kharif,7.17
2024,Yadadri,Urad,Kharif,0.82
2024,Yadadri,Urad,Rabi,1.39
2024,Yadadri,Wheat,Rabi,2.03
